hit_id,question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,condition,facts_json,semantic_distance,distance_bucket
57,2808,Which organization developed a prototype Java processor for DSD?,World Wide Web Consortium (W3C),Oracle Corporation,BRICS (Basic Research in Computer Science),Apache Software Foundation,C,without_facts,,200,101-200
58,3890,What event is considered to mark the beginning of modern Egyptology?,The discovery of Tutankhamun's tomb in 1922,Napoleon's invasion of Egypt in the late 18th century,Prince Khaemweset's restoration work in the 13th century BC,The introduction of geophysical methods in the 20th century,B,with_facts,"""\u2022 **Egyptology is the scientific study of ancient Egypt**, encompassing artifacts, writing, history, language, literature, religion, architecture, culture and art from the 5th millennium BC until the 4th century AD.\n\n\u2022 **Modern Egyptology began with Napoleon's invasion of Egypt in the late 18th century** and the subsequent discovery of the Rosetta Stone in 1799.\n\n\u2022 **Jean-Fran\u00e7ois Champollion deciphered Egyptian hieroglyphs in 1822**, marking the true beginning of modern Egyptological study and enabling scholars to read ancient Egyptian texts.\n\n\u2022 **Prince Khaemweset, son of Ramesses II, is considered the first Egyptologist** for his work in the 13th century BC identifying and restoring historic buildings, tombs, temples, and pyramids.\n\n\u2022 **Medieval Islamic scholars played a crucial role in preserving Egyptian knowledge**, making attempts to translate Ancient Egyptian texts into Arabic and writing detailed descriptions of monuments.\n\n\u2022 **Flinders Petrie introduced modern archaeological techniques** to Egyptology, including systematic field preservation, recording, and excavation methods.\n\n\u2022 **Howard Carter's 1922 discovery of Tutankhamun's tomb** brought widespread public attention to Egyptology and significantly advanced understanding of Egyptian burial practices and artifacts.\n\n\u2022 **Contemporary Egyptology uses modern technology** including geophysical methods and advanced sensing techniques, with excavation permits controlled by Egypt's Ministry of State for Antiquities.""",350,201-350
59,2431,At what temperature does oxygen transition from liquid to solid at standard atmospheric pressure?,Below 23.8 K,Below 96 K,Below 54.36 K,Below 100 K,C,without_facts,,1,1-5
60,2856,Which of the following is NOT mentioned as one of the three main mapping/ranking systems incorporated in the article?,Freedom of the Press Report,Press Freedom Index,Internet censorship and surveillance data,Global Democracy Index,D,with_facts,"""Based on the provided Wikipedia article content, here are the key facts about \""Censorship by country\"":\n\n\u2022 The article compiles information on censorship, Internet censorship, freedom of the press, freedom of speech, and human rights organized by country in a sortable table format\n\n\u2022 Coverage extends beyond just sovereign nations to include former countries, disputed territories, political sub-units within countries, and regional organizations\n\n\u2022 The article incorporates three main mapping/ranking systems: Freedom of the Press Report, Press Freedom Index, and Internet censorship and surveillance data\n\n\u2022 Source material includes public domain content from the U.S. Department of State's Bureau of Democracy, Human Rights, and Labor, specifically their \""Country Reports on Human Rights Practices\""\n\n\u2022 Additional licensed content is sourced from the OpenNet Initiative under Creative Commons Attribution 3.0 Unported license, including their Country Profiles, Regional Overviews, and Filtering Maps sections\n\n\u2022 The article serves as a comprehensive reference tool that links to more detailed articles about specific countries' censorship practices\n\nNote: The provided article content appears to be primarily structural/organizational information rather than substantive content about actual censorship practices in specific countries.""",50,26-50
61,4125,What is the primary function of the Metadata Server (mds daemon) in Spotlight?,To provide network connectivity for searching other Macs,To maintain indices of filesystem metadata,To create Spotlight Importer plug-ins for custom file formats,To generate live file previews through Quick Look,B,without_facts,,500,351-600
62,213,What was the code name of the final wartime Allied conference?,OCTAGON,TERMINAL,SEXTANT,FINALE,B,with_facts,"""\u2022 Allied World War II conferences brought together leaders from the United States, United Kingdom, and Soviet Union to coordinate military strategy and post-war planning.\n\n\u2022 Only three conferences featured all three major Allied leaders (US, UK, and USSR) present simultaneously, as indicated by boldface names in the original list.\n\n\u2022 Churchill attended the most conferences with 16.5 meetings, followed by Roosevelt with 12, Stalin with 7, Truman with 1, and Attlee with 0.5 meetings.\n\n\u2022 Major wartime conferences used code names with numeric prefixes corresponding to their sequence: TRIDENT (3rd), QUADRANT (4th), SEXTANT (6th), and OCTAGON (8th).\n\n\u2022 The final wartime conference was code-named TERMINAL, marking the end of the series of Allied strategic meetings.\n\n\u2022 The Anglo-French Supreme War Council operated separately from September 1939 until June 1940, before the broader Allied conference system developed.\n\n\u2022 These conferences were part of the broader diplomatic history of World War II and the Grand Alliance between the major Allied powers.""",250,201-350
63,766,How did initial consonant mutations originally develop in the transition from Primitive Irish to Old Irish?,They were deliberately created by scribes to simplify writing,They developed from borrowing grammatical features from Latin,They originated as sandhi effects that became grammaticalized when final syllables were lost,They were introduced by Viking settlers during the medieval period,C,without_facts,,150,101-200
64,1685,What is the primary reason Chopta offers the best panoramic views of Himalayan peaks during winter months?,The snow reflects light making peaks more visible,The skies are clear during winter,The elevation is higher in winter,There are fewer tourists blocking the views,B,with_facts,"""\u2022 Chopta is a small region of meadows and evergreen forest located in Uttarakhand state, India, situated at an elevation of 2,709 metres (8,888 ft) above sea level and part of Kedarnath wildlife sanctuary.\n\n\u2022 It serves as a base for trekking to Tungnath temple (3.5 km away), the third temple of Panch Kedar, and Chandrashila summit (1.5 km from Tungnath), which rises to over 4,000 metres (13,000 ft).\n\n\u2022 The region offers panoramic views of major Himalayan peaks including Trishul, Nanda Devi, Chaukhamba, and 41 other Himalayan peaks, with the best visibility during winter months when skies are clear.\n\n\u2022 Chopta is located 162 kilometres from Rishikesh, 45 km from Ukhimath, and approximately 450 kilometres from Delhi, accessible via roads connecting Gopeshwar with Guptkashi.\n\n\u2022 The area experiences heavy snowfall from November to March with temperatures ranging from -15\u00b0C to 15\u00b0C, creating 4-7 feet thick snow layers by January, while summers (March-May) are pleasant with temperatures between 10\u00b0C-30\u00b0C.\n\n\u2022 The region is rich in biodiversity, surrounded by forests of pine, deodar, and rhododendron, and home to rare species including monal birds, musk deer, and pika mice, making it popular among birdwatchers.\n\n\u2022 Popular activities include trekking, camping, snow skiing, rock climbing, and photography, with the complete Chopta-Tungnath-Chandrashila trek typically taking 3-5 days starting from Kund.\n\n\u2022 Key attractions include Tungnath temple at 3,680m elevation, Chandrashila peak at 4,090m, Deoria Tal lake at 2,350m, and dense forests within the Kedarnath Wildlife Sanctuary.""",500,351-600
65,2976,Under what pseudonym was Federalist No. 74 published?,Brutus,Cato,Publius,Federalist,C,without_facts,,100,51-100
66,1778,Why are transition metal compounds often colored while simple inorganic compounds like sodium chloride are typically colorless?,Transition metals have higher atomic masses,Transition metals can undergo electron transitions between d-orbitals,Transition metals always form ionic compounds,Transition metals absorb only infrared radiation,B,with_facts,"""\u2022 The color of chemicals comes from the excitation of electrons due to energy absorption, and the study of this phenomenon is called spectroscopy.\n\n\u2022 Visible light spans wavelengths of approximately 380-760 nm, and color perception is governed by three types of color receptors in the human eye that are sensitive to different wavelength ranges.\n\n\u2022 The energy-wavelength relationship follows the Planck-Einstein relation: E = hf = hc/\u03bb, where energy is inversely proportional to wavelength.\n\n\u2022 What we see is the complementary color, not the absorbed color - when certain wavelengths are absorbed by matter, the remaining visible wavelengths create the observed color.\n\n\u2022 Most simple inorganic compounds (like sodium chloride) and organic compounds (like ethanol) are colorless, while transition metal compounds are often colored due to electron transitions between d-orbitals.\n\n\u2022 Organic compounds become colored when there is extensive conjugation, which decreases the energy gap between HOMO and LUMO orbitals, shifting absorption from UV to visible range.\n\n\u2022 The same element can display different colors depending on its chemical state and what it's complexed with - for example, vanadium(III) appears reddish in VCl\u2083 but black in V\u2082O\u2083.\n\n\u2022 Some compounds change color based on environmental conditions, such as cobalt chloride which is blue when dry but pink when hydrated, making it useful as a moisture indicator.""",100,51-100
67,2586,What property of carbon atoms enables the formation of long macromolecules and polymers?,Their ability to form ionic bonds,Their large atomic size,Their ability to bond to other carbon atoms through catenation,Their tendency to lose electrons easily,C,without_facts,,200,101-200
68,505,What made the collision between USS Grayling and K-407 Novomoskovsk unavoidable despite evasive maneuvers?,The Russian submarine suddenly changed course without warning,USS Grayling's sonar equipment malfunctioned during the approach,USS Grayling lost contact with the target and reacquired it at only half a mile distance,Severe weather conditions prevented proper navigation,C,with_facts,"""\u2022 On March 20, 1993, the US Navy nuclear attack submarine USS Grayling collided with the Russian Navy nuclear ballistic missile submarine K-407 Novomoskovsk approximately 150 km north of the Russian naval base of Severomorsk.\n\n\u2022 The collision occurred when USS Grayling, which was trailing the Russian submarine, lost contact and then reacquired the target at only half a mile distance, making the collision unavoidable despite evasive maneuvers.\n\n\u2022 This was the second US-Russian submarine collision in just over a year, following the February 11, 1992 collision between USS Baton Rouge and Russian submarine B-276 Kostroma in the same area.\n\n\u2022 The incident happened just one week before the first summit meeting between US President Bill Clinton and Russian President Boris Yeltsin, creating significant diplomatic tensions.\n\n\u2022 The US Navy was conducting ongoing submarine surveillance operations known as \""Operation Holy Stone\"" and \""Operation Pinnacle\"" to monitor Russian nuclear submarine activities, despite the end of the Cold War.\n\n\u2022 Both submarines sustained only minor damage - Novomoskovsk suffered a large scratch on her starboard bow, while Grayling also had minor damage, and both vessels returned to service.\n\n\u2022 President Clinton promised to review both the incident and the broader surveillance policies, though after briefings the submarine operations continued at a reduced pace with improved procedures and training.\n\n\u2022 The collision occurred in shallow Barents Sea waters where breaking waves create background sonar interference, limiting detection range to just a few hundred meters when submarines approach head-on.""",750,601-1000
69,216,How many nations can players control across all campaigns in Cold War Conflicts?,Six nations,Seven nations,Eight nations,Nine nations,C,without_facts,,200,101-200
70,3808,What was the outcome when the King family pursued legal action regarding conspiracy theories about the assassination?,They lost the case and conspiracy theories were debunked,They won a symbolic civil lawsuit but the Department of Justice disputed their claims,The case was dismissed due to lack of evidence,James Earl Ray was given an additional sentence,B,with_facts,"""\u2022 Martin Luther King Jr. was assassinated on April 4, 1968, at 6:01 p.m. at the Lorraine Motel in Memphis, Tennessee, and pronounced dead at 7:05 p.m. at age 39.\n\n\u2022 James Earl Ray, an escaped convict, was arrested on June 8, 1968, at London's Heathrow Airport and pleaded guilty on March 10, 1969, receiving a 99-year prison sentence.\n\n\u2022 King was in Memphis to support striking African-American sanitation workers who were paid only $1 per hour and faced poor working conditions under Mayor Henry Loeb.\n\n\u2022 On April 3, 1968, the night before his assassination, King delivered his famous \""I've Been to the Mountaintop\"" speech at Mason Temple, which proved to be his final speech.\n\n\u2022 The King family believes the assassination was part of a conspiracy involving the U.S. government, mafia, and Memphis police, and in 1999 won a symbolic civil lawsuit against Loyd Jowers for $100.\n\n\u2022 The U.S. Department of Justice disputed the conspiracy allegations in 2000, citing lack of evidence to support the claims made during the civil trial.\n\n\u2022 King's assassination was one of four major political assassinations in 1960s America, following JFK (1963) and Malcolm X (1965), and preceding Robert F. Kennedy (June 1968).\n\n\u2022 King had received death threats since the mid-1950s due to his civil rights activism and had survived a near-fatal stabbing in 1958.""",1,1-5
71,4555,What distinguishes pinnipeds from other marine mammal groups like cetaceans and sirenians?,They are much older evolutionarily,They can still return to land to breed,They have more living species,They evolved from different carnivoran ancestors,B,without_facts,,500,351-600
72,4627,What characteristic of the main earthquake's depth and duration contributed to the severity of damage?,Deep focus at 25 km lasting 20 seconds,Moderate depth at 15 km lasting 30 seconds,Shallow depth at 7.2 km lasting 50 seconds,Very shallow depth at 2 km lasting 90 seconds,C,with_facts,"""\u2022 The 2011 Van earthquakes consisted of two major events: a magnitude 7.1-7.2 earthquake on October 23, 2011, and a second earthquake on November 9, 2011, both occurring in eastern Turkey near Van city.\n\n\u2022 The October 23 earthquake killed 604 people and injured 4,152, while the November 9 earthquake killed an additional 38 people and injured 260.\n\n\u2022 The main earthquake occurred at a shallow depth of 7.2 kilometers, producing severe shaking (Mercalli intensity VIII) and lasting approximately 50 seconds.\n\n\u2022 Over 11,000 buildings sustained damage, with 6,017 deemed uninhabitable, leaving approximately 60,000 people homeless across 8,321 households.\n\n\u2022 The earthquake was caused by oblique thrust faulting along the Bitlis-Zagros fault zone, resulting from continental collision between the Arabian and Eurasian plates.\n\n\u2022 Erci\u015f town was the hardest hit area with at least 55 destroyed buildings, while Van city center saw 970 building collapses and about 100 confirmed deaths.\n\n\u2022 The earthquake generated over 1,500 aftershocks above magnitude 2.0 within the first week, with more than 9,000 aftershocks recorded in the first five months.\n\n\u2022 The Turkish government deployed over 3,800 search and rescue officers, 900+ medical personnel, and allocated approximately $12 million USD in emergency relief and charity funds for the disaster response.""",25,6-25
73,4656,"According to seismic tomography evidence from 1997 and 2005 studies, what supports the whole-mantle convection model?",The absence of any slab material below 660 km depth,Uniform temperature distribution throughout the mantle,Cool slab material detected near the core-mantle boundary,Complete mixing of all mantle materials at all depths,C,without_facts,,250,201-350
74,4514,What does the 1-in-a-million probability of impact around 4479 CE suggest about our ability to predict comet orbits?,Comet orbits can be predicted with perfect accuracy indefinitely,Small uncertainties in orbital calculations compound over very long time periods,The comet will definitely impact Earth in 4479 CE,Gravitational forces become weaker over thousands of years,B,with_facts,"""\u2022 **Comet Swift\u2013Tuttle (109P/Swift\u2013Tuttle) is a large periodic comet with a 133-year orbital period** that was independently discovered by Lewis Swift and Horace Parnell Tuttle in July 1862.\n\n\u2022 **The comet has a nucleus 26 km (16 miles) in diameter** and is the parent body of the famous Perseid meteor shower.\n\n\u2022 **It is in a rare 1:11 orbital resonance with Jupiter**, completing one orbit for every 11 Jupiter orbits, making it the first retrograde comet found in such a resonance.\n\n\u2022 **The comet last appeared in 1992 and will return in 2126**, when it is expected to be a bright naked-eye comet reaching apparent magnitude 0.7.\n\n\u2022 **Swift\u2013Tuttle has been observed throughout history**, with Chinese records showing it reached magnitude 0.1 in 188 CE and was likely visible in 69 BCE and 322 BCE.\n\n\u2022 **It is considered \""the single most dangerous object known to humanity\""** due to its large size and orbit that repeatedly brings it close to Earth, with the closest approach predicted for 3044 CE at 0.011 AU.\n\n\u2022 **The comet poses no immediate threat**, with calculations showing no risk of Earth impact for the next 2,000 years, though there is a 1-in-a-million probability of impact around 4479 CE.\n\n\u2022 **An Earth impact would be catastrophic**, with an estimated energy 27 times greater than the asteroid that caused the Cretaceous-Paleogene extinction event due to its 60 km/s relative velocity.""",200,101-200
75,5224,"If a rotation vector has length θ, which other rotation vector lengths would represent the exact same rotation?",Only θ and -θ,θ + 2πM where M is any integer,"θ/2, θ, and 2θ only",Any vector with length less than 2π,B,without_facts,,150,101-200
76,4744,What makes the bird fossil evidence from the Prince Creek Formation particularly significant?,It represents the largest flying birds ever discovered,It shows the first evidence of flightless birds,It provides the oldest evidence of birds nesting at polar latitudes,It proves birds lived only in tropical climates during the Cretaceous,C,with_facts,"""\u2022 The Prince Creek Formation is located in Alaska and contains strata dating from the Late Cretaceous (Campanian and Maastrichtian stages) to the Paleocene (Danian and Selandian stages).\n\n\u2022 Dinosaur remains and other vertebrate fossils have been recovered from the formation, including tyrannosaurid teeth and the oldest evidence of birds nesting at polar latitudes.\n\n\u2022 During deposition, the formation was located at approximately 80\u00b0N latitude in the Arctic Circle and would have experienced 120 days of winter darkness annually.\n\n\u2022 The paleoenvironment consisted of tidally influenced meandering rivers, lakes, ponds, and mires with a boreal forest ecosystem featuring trees up to 20cm in diameter and canopy heights of 5-6 meters.\n\n\u2022 The climate during deposition involved global cooling with mean annual temperatures estimated at 12-15\u00b0C, frequent temperature drops to 6-10\u00b0C during growing seasons, and variable precipitation ranging from 350-3900mm/yr.\n\n\u2022 Some deposits contain large gravel clasts up to 1.2 meters in diameter with faceted surfaces characteristic of glacial transportation, indicating ice transport processes.\n\n\u2022 The formation preserves evidence of frequent forest fires through charcoal deposits, similar to modern boreal forest environments.\n\n\u2022 Recent radiometric dating indicates the fossiliferous beds near Ocean Point are late Campanian in age rather than the previously suggested early Maastrichtian age.""",350,201-350
77,3123,How did the Dutch government ultimately handle the referendum results?,They immediately withdrew from the Association Agreement,They ignored the results and ratified the original agreement unchanged,They secured additional agreements to address concerns before ratifying,They called for a second referendum with different terms,C,without_facts,,150,101-200
78,803,"Beyond serving as cell markers, CD molecules have diverse physiological functions. Which of the following is NOT mentioned as one of these functions?",Acting as receptors and ligands,Mediating cell adhesion,Functioning as growth factor receptors,Producing antibodies,D,with_facts,"""\u2022 **CD (Cluster of Differentiation) is a protocol used to identify and investigate cell surface molecules**, serving as targets for immunophenotyping of cells.\n\n\u2022 **The CD nomenclature system was established in 1982** at the 1st International Workshop and Conference on Human Leukocyte Differentiation Antigens in Paris.\n\n\u2022 **As of 2016, CD molecules for humans are numbered up to 371**, with more than 370 unique clusters and subclusters identified.\n\n\u2022 **A surface molecule receives a CD number only after two specific monoclonal antibodies are shown to bind to it**; molecules with insufficient characterization receive a provisional \""w\"" designation (e.g., CDw186).\n\n\u2022 **CD molecules have diverse physiological functions beyond serving as markers**, including acting as receptors, ligands, growth factor receptors, and mediating cell adhesion and signaling cascades.\n\n\u2022 **Cell populations are defined using \""+\"" or \""\u2212\"" symbols** to indicate presence or absence of CD molecules (e.g., \""CD34+, CD31\u2212\"" typically indicates stem cells).\n\n\u2022 **CD4 and CD8 are commonly used markers** that generally identify helper and cytotoxic T cells respectively, and are monitored to track HIV infection progression.\n\n\u2022 **CD molecules are essential tools in immunophenotyping and cell sorting**, including flow cytometry, allowing precise definition of cell types within the immune system.""",100,51-100
79,2475,What happens to Unicode character names starting from version 2.0 when they are found to be misspelled or misleading?,The names are immediately changed and updated in all systems,The names are deleted and the characters are reassigned new code points,"The names never change, but formal Character Name Aliases are assigned",The names are marked as deprecated but remain unchanged,C,without_facts,,500,351-600
80,2737,For what achievement was François Auguste Victor Grignard awarded the 1912 Nobel Prize in Chemistry?,Developing the theory of organometallic bonding,Discovering the catalytic properties of magnesium compounds,Discovering the Grignard reaction in 1900,Creating the first synthetic pathway to alcohols,C,with_facts,"""\u2022 The Grignard reaction is an organometallic chemical reaction where carbon-magnesium halides (Grignard reagents) are added to carbonyl groups of aldehydes or ketones under anhydrous conditions to form carbon-carbon bonds.\n\n\u2022 The reaction was discovered by French chemist Fran\u00e7ois Auguste Victor Grignard in 1900, for which he was awarded the 1912 Nobel Prize in Chemistry.\n\n\u2022 The reaction mechanism involves the carbon attached to magnesium acting as a nucleophile that attacks the electrophilic carbon in the carbonyl group, typically proceeding through a six-membered ring transition state.\n\n\u2022 Anhydrous (water-free) conditions are absolutely essential because water causes the Grignard reagent to act as a base rather than a nucleophile, preventing formation of the desired product.\n\n\u2022 The classical definition refers specifically to reactions with aldehydes and ketones to form alcohols, but modern interpretations extend the scope to include reactions with various electrophilic substrates.\n\n\u2022 Variants like Turbo-Grignards (modified with lithium chloride) offer improved chemoselectivity and don't react with esters, amides, and nitriles unlike conventional Grignard reagents.\n\n\u2022 The reaction can be modified with other metals such as copper(I) salts for organocuprates or cerium trichloride to control reaction selectivity and outcomes.""",50,26-50
81,3190,What was the primary factor that brought the Abu Ghraib scandal to public attention in April 2004?,A leaked government report detailing the abuses,CBS News published photographs of the abuses,Testimony from former detainees at congressional hearings,An investigation by the International Committee of the Red Cross,B,without_facts,,250,201-350
82,1493,What major problem required intervention by Muhammad Sa'id Pasha within twenty years of the canal's completion?,The canal was damaged by earthquakes,Pirates were attacking ships using the canal,The canal filled with sand and became nearly impassable,The locks were destroyed by flooding,C,with_facts,"""\u2022 The Mahmudiyya Canal is a 45-mile-long (72 km) waterway connecting the Nile River to Alexandria and the Mediterranean Sea, built to supply Alexandria with food and fresh water.\n\n\u2022 Construction was ordered by Viceroy Mohamed Ali on May 8, 1817, and completed in January 1820, with the canal named after Ottoman Sultan Mahmud II.\n\n\u2022 The canal was built on the site of earlier waterways dating back to Ptolemy I, though previous canals had been covered by sand over the centuries before being re-established.\n\n\u2022 During construction, workers discovered ancient houses buried in sand containing old boxes, some of which were sent to Mohamed Ali with unknown contents.\n\n\u2022 Work was temporarily halted in April 1819 due to a plague outbreak before resuming and completing in 1820.\n\n\u2022 Within twenty years of completion, the canal filled with sand and became nearly impassable until Muhammad Sa'id Pasha ordered it cleared and made navigable again.\n\n\u2022 In the 1850s, a steam-tug company was formed to operate on the canal, with directors including Jules Pastr\u00e9 and other prominent figures, and was tasked with upgrading locks and maintaining the waterway.\n\n\u2022 The canal unfortunately became notorious as a location where criminals disposed of murder victims, with documented cases reported in 1904 and 1906.""",10,6-25
83,2183,A food label states that a snack contains 200 kilocalories. How many joules of energy does this represent?,836.8 J,"8,368 J","83,680 J","836,800 J",D,without_facts,,500,351-600
84,476,"What process was responsible for forming the Moon's distinct layered structure of crust, mantle, and core?",Volcanic activity over billions of years,Impact cratering and debris accumulation,Fractional crystallization of a magma ocean about 4.5 billion years ago,Gradual cooling and compression from solar radiation,C,with_facts,"""\u2022 The Moon has a mean density of 3,346.4 kg/m\u00b3 and consists of three distinct layers: a geochemically distinct crust, mantle, and planetary core formed through fractional crystallization of a magma ocean about 4.5 billion years ago.\n\n\u2022 The lunar crust is primarily anorthositic in composition, averaging about 50 km thick, and is composed mainly of oxygen, silicon, magnesium, iron, calcium, and aluminum with trace elements including titanium, uranium, and thorium.\n\n\u2022 The Moon's mantle is composed predominantly of olivine, orthopyroxene, and clinopyroxene minerals, and is more iron-rich than Earth's mantle, with partial melting producing the mare basalts visible on the lunar surface.\n\n\u2022 Deep moonquakes occur about 1,000 km below the surface with monthly periodicities related to tidal stresses from the Moon's eccentric orbit around Earth.\n\n\u2022 The lunar core is unusually small with a radius of about 330-381 km (only 20% of the Moon's diameter, compared to 50% for most terrestrial bodies) and is composed of metallic iron alloy with small amounts of sulfur and nickel.\n\n\u2022 The core has both solid and liquid components: a solid inner core of pure iron (radius ~240 km) surrounded by a partially molten outer core, with about 40% of the total core volume having solidified.\n\n\u2022 Core temperatures are estimated at 1600-1700 K (1330-1430\u00b0C), and the liquid outer core has a density of about 5 g/cm\u00b3 and may contain up to 6% sulfur by weight.\n\n\u2022 The core is surrounded by a partially melted lower mantle layer (10-30% molten) with a radius of about 480 km, indicating the Moon's internal structure is more complex than previously thought.""",200,101-200
85,236,Which pair of textile innovations were both crucial to the early Industrial Revolution?,The spinning jenny and the power loom,The cotton gin and the spinning wheel,The spinning jenny and the spinning mule,The water frame and the steam loom,C,without_facts,,1,1-5
86,2177,"In medical applications, indium-111 is particularly valuable because it:",Has the longest half-life of all indium isotopes,Is completely stable and non-radioactive,Has a half-life suitable for imaging procedures and can be used as a radiotracer,Can only bind to cancerous cells,C,with_facts,"""\u2022 Indium has two primordial nuclides, with the most abundant isotope (115In) comprising 95.7% of naturally occurring indium but being weakly radioactive with a half-life of 4.41\u00d710\u00b9\u2074 years.\n\n\u2022 The stable isotope 113In makes up only 4.3% of naturally occurring indium, making indium one of only three elements (along with tellurium and rhenium) where stable isotopes are less abundant than long-lived radioactive ones.\n\n\u2022 Indium-111 is the longest-lived radioisotope after 115In, with a half-life of 2.8048 days, while all other radioisotopes have half-lives of less than 5 hours.\n\n\u2022 Indium has 47 nuclear isomers, with the longest-lived being 114m1In having a half-life of 49.51 days.\n\n\u2022 Indium-111 has important medical applications as a radiotracer in nuclear imaging, including gamma camera localization of protein radiopharmaceuticals and white blood cell scans to detect hidden infections.\n\n\u2022 Indium-111 is specifically used in Octreoscan procedures, where In-111-labeled octreotide binds to receptors on certain endocrine tumors for diagnostic imaging.\n\n\u2022 Several proton-rich isotopes of indium have been utilized in nuclear physics research to help measure the mass of the doubly-magic isotope tin-100.""",250,201-350
87,2987,"According to the facts, what requirement exists for altering provincial boundaries under Section 3?",Approval from the British Parliament,Consent of the affected province's legislature,Unanimous consent from all provinces,Approval from the Supreme Court of Canada,B,without_facts,,200,101-200
88,2593,"Based on the historical development of HDS, what can be concluded about the relationship between scientific discovery and commercial implementation?",Commercial HDS was implemented immediately after Sabatier's 1897 discovery,There was approximately a 60-year gap between the scientific foundation and widespread commercial use,The commercial process was developed independently of Sabatier's work,Scientific understanding followed commercial implementation by several decades,B,with_facts,"""\u2022 **Hydrodesulfurization (HDS) is a catalytic chemical process used to remove sulfur from natural gas and refined petroleum products** like gasoline, jet fuel, diesel, and fuel oils to reduce harmful sulfur dioxide emissions when these fuels are burned.\n\n\u2022 **Sulfur removal is critical for protecting catalysts in petroleum refineries**, as even extremely low sulfur concentrations poison the noble metal catalysts (platinum and rhenium) used in catalytic reforming units that upgrade octane ratings.\n\n\u2022 **HDS is the most common processing unit in modern refineries**, with more than 1,600 active hydrotreating units across over 600 refineries globally, having a combined capacity exceeding 400 million barrels per day.\n\n\u2022 **The process produces hydrogen sulfide gas as a byproduct, which is captured and converted into elemental sulfur or sulfuric acid** - in fact, the vast majority of the 64 million metric tons of sulfur produced worldwide in 2005 came from refineries and hydrocarbon processing plants.\n\n\u2022 **The scientific foundation for HDS was established by French chemist Paul Sabatier in 1897**, who discovered that finely divided nickel could catalyze the addition of hydrogen to hydrocarbon double bonds.\n\n\u2022 **Commercial HDS processes were first implemented in the mid-1950s** alongside the development of noble metal catalytic reforming processes, and virtually all petroleum refineries worldwide now have one or more HDS units.\n\n\u2022 **HDS is a hydrogenolysis reaction that breaks carbon-sulfur bonds**, where hydrogen is added to sulfur-containing compounds, producing clean hydrocarbons and hydrogen sulfide gas as products.""",350,201-350
89,4008,How did Galileo improve upon previous definitions of uniform motion?,He provided experimental proof through pendulum observations,He used mathematical quantifiers to define it as motion that covers equal distance over any equal periods of time,He demonstrated it could only occur in a vacuum,He showed it was impossible in the real world due to friction,B,without_facts,,10,6-25
90,4337,Which railroad purchased H6sb locomotives second-hand and what did they call them?,"Baltimore and Ohio Railroad, designated as E-24 class","South Manchuria Railway, nicknamed 'Pensori'","American Locomotive Company, classified as I-4","Railroad Museum of Pennsylvania, preserved as historic units",B,with_facts,"""\u2022 The Pennsylvania Railroad's H6 class were 2-8-0 \""Consolidation\"" freight locomotives, representing the most numerous class on the railroad with 1,707 units total across three subclasses (H6, H6a, and H6b).\n\n\u2022 The H6 class was the second most prolific 2-8-0 class in North America, with only the USATC S160 Class having more units (88 additional locomotives).\n\n\u2022 In the 1920s, 699 H6a and H6b locomotives received significant upgrades including superheaters and cylinder size increases from 22 inches to 23 inches, leading to their reclassification as H6sa and H6sb.\n\n\u2022 These locomotives served versatile roles throughout the Pennsylvania Railroad system as mainline freight haulers, local freight engines, and yard switchers, often operating in double- and triple-header configurations on steep grades.\n\n\u2022 Around 1938, thirty H6sb locomotives were sold second-hand to the South Manchuria Railway, where they were designated as Sorisa class and nicknamed \""Pensori\"" (Pennsylvania Consolidation).\n\n\u2022 The Baltimore and Ohio Railroad purchased identical locomotives from American Locomotive Company during PRR's period of stock control, classifying them as I-4 (later E-24), though none survived to the diesel era.\n\n\u2022 PRR #2846, an H6sb built by Baldwin Locomotive Works in 1905, is preserved at the Railroad Museum of Pennsylvania and was added to the National Register of Historic Places in 1979.""",150,101-200
91,5433,What type of statistical tests commonly use ranking as a data transformation technique?,Parametric tests that assume normal distribution,Non-parametric tests including Mann-Whitney U and Kruskal-Wallis,Tests that require equal sample sizes,Only correlation tests like Pearson's coefficient,B,without_facts,,25,6-25
