"hit_id","article_topic","article_text_truncated","option_1","option_2","option_3","option_4","correct_option_position","distractor_1","distractor_1_rank_distance","distractor_2","distractor_2_rank_distance","distractor_3","distractor_3_rank_distance","topic_distance_from_base"
"108","Clan Robertson","Here are the key facts about Clan Robertson: • Origins trace back to Donnchadh 'Stout Duncan', a minor landowner in Highland Perthshire who supported Robert the Bruce during the Wars of Scottish Independence • The clan's name derives from Robert, son of Donnchadh, and their primary surnames include Robertson, Reid, and Duncan • In 1451, the clan was awarded a special crest badge by King James II for capturing the assassins of his father, King James I, including Sir Robert Graham • During the Scottish Civil War, the clan strongly supported James Graham (Montrose), fighting in key battles like Inverlochy and suffering retaliation from Cromwell's forces • The clan actively participated in Jacobite uprisings, with the 13th chief leading 500 men at the Battle of Sheriffmuir in 1715 and supporting the Earl of Mar • Their traditional lands were extensive, covering areas in Highland Perthshire including Glen Errochty, Loch Tay, and Loch Rannoch, though these are no longer in clan possession • The clan was known for being raiders and feuders in medieval Scotland, but consistently loyal to the Bruce and Stewart royal dynasties • Their clan strength was estimated at 800 men in 1724 and 700 men in 1745, according to historical records","Corky Row Historic District","Aventine Hill","Clan Robertson","Braniff International Airways Flight 352","3","Corky Row Historic District","121","Braniff International Airways Flight 352","158","Aventine Hill","167","223"
"109","Mycobacteria growth indicator tube","• MGIT (Mycobacteria Growth Indicator Tube) is a diagnostic tool used for culturing, detecting, and recovering mycobacteria from clinical specimens. • The tube contains 7 mL of modified Middlebrook 7H9 Broth base with OADC enrichment and PANTA antibiotic mixture, making it one of the most commonly used liquid media for mycobacteria cultivation. • MGIT can process all types of clinical specimens (pulmonary and extra-pulmonary) except blood and urine for primary isolation of mycobacteria. • The detection principle relies on a fluorescent compound embedded in silicone at the tube bottom that is oxygen-sensitive - initially quenched by dissolved oxygen, but becomes fluorescent as respiring microorganisms consume the oxygen. • Tubes are incubated at 37°C and monitored for increasing fluorescence either manually (using UV light sources) or automatically using instruments like the BACTEC MGIT 960 System. • The BACTEC MGIT 960 System automatically scans tubes every 60 minutes for fluorescence changes to determine if viable organisms are present. • An instrument-positive tube typically contains approximately 10⁵ to 10⁶ colony-forming units per milliliter (CFU/mL). • Culture tubes that remain negative are monitored for a minimum of 42 days (up to 56 days) before being discarded as negative results.","Complement component 5","Mycobacteria growth indicator tube","List of forcing notions","Serum (blood)","2","Complement component 5","146","List of forcing notions","148","Serum (blood)","159","332"
"110","Hill equation (biochemistry)","• The Hill equation refers to two closely related equations in biochemistry that describe ligand binding to macromolecules as a function of ligand concentration, distinguishing between 'occupancy' (fraction bound) and 'response' (physiological output). • The equation was originally formulated by Archibald Hill in 1910 to describe the sigmoidal oxygen binding curve of hemoglobin. • The Hill coefficient quantifies the degree of cooperativity in ligand binding - values greater than 1 indicate positive cooperative binding, while values less than 1 indicate negative cooperative binding. • The equation for occupancy is formally equivalent to the Langmuir isotherm and helps determine what fraction of macromolecules are saturated with ligand. • In pharmacology, the Hill equation is crucial for constructing dose-response curves and includes parameters like EC50 (drug concentration producing 50% maximal response) and Kd (dissociation constant). • The Hill plot is a linearized version of the equation that plots log terms to create a straight line, making it easier to determine binding parameters, though modern computer analysis using nonlinear regression is now preferred. • The Gaddum equation is a generalization of the Hill equation that incorporates the presence of competitive antagonists by including equilibria for both ligand-receptor and antagonist-receptor interactions. • There is an important distinction between drug binding to receptors (described by dissociation constants) and actual tissue responses (described by EC50 values), as the relationship between binding and biological response may be complex and non-linear.","Pepper spray","Chlorine-37","Hill equation (biochemistry)","Molecular nanotechnology","3","Chlorine-37","156","Pepper spray","111","Molecular nanotechnology","116","779"
"111","Curassow","• Curassows are one of three major groups of cracid birds and comprise the largest-bodied species within the cracid family. • Three of the four curassow genera are restricted to tropical South America, with only one species of *Crax* ranging as far north as Mexico. • Molecular DNA evidence suggests curassows diverged from their closest relatives (likely guans) during the Oligocene period, approximately 35-20 million years ago. • There are two major evolutionary lineages of curassows: one containing only the genus *Crax*, and another made up of *Mitu* and *Pauxi*. • All curassow genera appear to have diverged during the Tortonian period (early Late Miocene), with the initial split occurring 10-9 million years ago. • Unlike other cracids, curassows likely originated in the lowlands of the western/northwestern Amazon basin, particularly around the border region of Brazil, Peru, and Colombia. • Curassows are classified as the subfamily Cracinae and form a distinct evolutionary clade within the cracid family. • The position of the nocturnal curassow in the evolutionary tree remains unclear, though it diverged around the same time as the split between the two major lineages.","List of hornbills","Halobacterium salinarum","Testicular dysgenesis syndrome","Curassow","4","Halobacterium salinarum","246","Testicular dysgenesis syndrome","197","List of hornbills","188","181"
"112","Sleep and metabolism","Here are the key facts about sleep and metabolism: • Sleep is divided into two main phases: REM and non-REM, with non-REM sleep having four stages and the deepest stage (slow-wave sleep) associated with lowest metabolic activity • Metabolism consists of two key processes: anabolism (building up molecules) and catabolism (breaking down molecules), which regulate the body's energy usage • Sleep deprivation can significantly alter glucose metabolism, reducing insulin sensitivity and increasing the risk of type 2 diabetes • Hormones leptin and ghrelin are critically affected by sleep, with sleep loss causing leptin levels to decrease by 18% and ghrelin levels to increase by 28%, leading to increased appetite and cravings • Chronic sleep deprivation (less than 8 hours per night) is associated with increased body mass index (BMI) and obesity, with average sleep time decreasing from 8.5 to 6.5 hours between the 1950s and 2000s • Sleep loss can reduce muscle protein synthesis and potentially contribute to muscle atrophy, though exercise may help mitigate these effects • During non-REM sleep, metabolic rate and brain temperature are lowered to help repair damages incurred during wakefulness","Sleep and metabolism","Cistus × incanus","COVID-19 pandemic in the United States","Jean Marshall","1","Jean Marshall","190","COVID-19 pandemic in the United States","127","Cistus × incanus","218","463"
"113","Hafnia (bacterium)","Here are the key facts about Hafnia (bacterium): • Hafnia is a genus of Gram-negative, rod-shaped bacteria in the Hafniaceae family, named after the Latin name for Copenhagen • Hafnia alvei is primarily a commensal bacteria found in the gastrointestinal tracts of mammals, birds, reptiles, and other animals • The bacterium is facultatively anaerobic and can grow at low temperatures, making it particularly useful in food fermentation processes • Hafnia alvei plays a significant role in cheese ripening, particularly in raw milk cheeses like Camembert, where it can reach concentrations up to 10^7 CFU/g • While typically not pathogenic, H. alvei can cause disease in immunocompromised patients and is often resistant to multiple antibiotics • The bacteria is widely found in various fermented foods, including dairy products, coffee seeds, kimchi, and fermented sausages • Paleomicrobiology studies have identified H. alvei in ancient samples, including 12,000-year-old mastodon intestinal remains • In some studies, H. alvei was the third most common enteric species identified in Australian mammals, after Escherichia coli and E. cloacae • The bacterium is used in the dairy industry as a lactic ferment and has recently been incorporated into probiotic dietary supplements","Crocodylus halli","Hafnia (bacterium)","CORE (research service)","Orientalosuchus","2","Crocodylus halli","225","Orientalosuchus","146","CORE (research service)","144","489"
"114","Dropsy in fish","Here are the key facts about Dropsy in fish: • Dropsy is a condition characterized by fluid buildup inside a fish's body cavity or tissues, which is a symptom of an underlying disease rather than a specific illness • Potential causes include bacterial infections, parasitic infections, liver dysfunction, poor water quality, viral infections, and prolonged stress that weakens the fish's immune system • Distinctive symptoms include abdominal swelling, bulging eyes, scales that protrude outwards (giving a 'pine cone' appearance), loss of color in gills, and reduced energy/appetite • By the time dropsy symptoms are visible, the condition is often fatal and requires immediate quarantine and treatment • Standard treatment involves isolating the sick fish and using salt baths (with aquarium or epsom salts) to help relieve internal pressure • Antibiotics may be used if the underlying cause is bacterial, helping to weaken the pathogen and allow the fish's immune system to recover • The condition is potentially contagious, so early detection and isolation are critical to preventing spread within an aquarium community","Dropsy in fish","Self-anointing in animals","Trichinella spiralis","Perinatal asphyxia","1","Perinatal asphyxia","117","Self-anointing in animals","112","Trichinella spiralis","107","865"
"115","Algorithmic Geometry","• Algorithmic Geometry is a textbook on computational geometry originally written in French by Jean-Daniel Boissonnat and Mariette Yvinec in 1995, then translated to English and published by Cambridge University Press in 1998. • The book covers theoretical background, algorithm analysis, implementation details, and applications of computational geometry algorithms. • It is structured in five sections, beginning with foundational material on algorithm design, data structures, computational complexity theory, and randomized algorithms. • Key topics include convex hulls and their algorithms, low-dimensional randomized linear programming, and point set triangulation for two- and three-dimensional data. • The book covers advanced geometric structures such as arrangements of hyperplanes, line segments, and triangles, as well as Voronoi diagrams and Delaunay triangulations. • Each main section follows a consistent format: one chapter on the mathematical foundations followed by two or three chapters on related algorithms. • The textbook is designed for graduate-level study and serves as a reference for computational geometry researchers. • The English translation by Hervé Brönnimann included improvements to proofs and additional exercises beyond the original French version.","2014 Kunming attack","Nitrogen dioxide","Palladin","Algorithmic Geometry","4","Palladin","118","Nitrogen dioxide","101","2014 Kunming attack","141","820"
"116","Connection pool","• **Connection pools are caches of reusable database connections** managed by clients or middleware to reduce the overhead of repeatedly opening and closing connections, thereby improving performance and scalability. • **SQL databases require optimized connection pooling** due to their stateful, binary protocols that maintain session-specific information like transaction states, while many NoSQL databases use stateless HTTP protocols that reduce traditional pooling needs. • **Connection limits are determined by service tiers and resources**, with overprovisioned pools potentially causing connection rejections, throttling, and performance degradation when exceeding database capacity limits. • **Token-based authentication can disrupt connection pooling** when tokens expire and invalidate pooled connections, interrupting connection reuse in systems using modern authentication protocols like Azure AD. • **Network factors significantly impact pooling efficiency**, including higher latency from public endpoints, DNS resolution issues with private endpoints, and connection disruptions from dynamic IP addressing in cloud environments. • **TLS/SSL encryption requirements must align with connection configurations** to prevent connection failures that render pools ineffective, particularly in cloud and on-premises environments enforcing encryption. • **Cloud platforms implement pooling differently across services** - AWS offers tools like RDS Proxy for connection management, while Azure SQL relies on client-side pooling through libraries like ADO.NET and JDBC. • **Azure Cosmos DB manages connection pooling at the SDK level** rather than the database service level, using HTTP connection reuse to optimize performance across all account types including provisioned and serverless models.","National Center for Biotechnology Information","List of newsgroups","Bottleneck (software)","Connection pool","4","List of newsgroups","120","National Center for Biotechnology Information","103","Bottleneck (software)","167","178"
"117","Lipoarabinomannan","Here are the key facts about Lipoarabinomannan (LAM): • Lipoarabinomannan (LAM) is a glycolipid and major virulence factor found in Mycobacterium bacteria, particularly in Mycobacterium tuberculosis • LAM's primary function is to help bacteria survive by inactivating macrophages and neutralizing oxidative radicals that the immune system uses to fight infection • The molecule has three main structural domains: a glycosylphosphatidyl anchor, a D-mannan core, and a terminal D-arabinan with branching side chains • There are three primary types of LAM: ManLAM (mannose-capped), PILAM (phosphoinositol-capped), and AraLAM (uncapped) • ManLAM, found in pathogenic mycobacteria like M. tuberculosis, is anti-inflammatory and suppresses immune responses by: - Inhibiting TNF-α and IL-12 production - Modulating macrophage apoptosis - Deactivating key immune signaling pathways • LAM can manipulate host cell signaling by activating specific biochemical pathways, such as phosphorylating the Bcl-2 family protein Bad and activating the phosphatase SHP-1 • The different LAM types have varying effects on immune response, with ManLAM suppressing inflammation and PILAM and AraLAM being more pro-inflammatory","Fc receptor","Cannabis ruderalis","Citrus taxonomy","Lipoarabinomannan","4","Citrus taxonomy","141","Fc receptor","208","Cannabis ruderalis","211","349"
"118","Blood parrot cichlid","Here are the key facts about Blood Parrot Cichlids: • Hybrid fish created in Taiwan around 1986, bred from Amphilophus citrinellus and Vieja melanurus species • Natural colors include red, yellow, and grey, though breeders often artificially inject additional colors • Anatomically deformed fish with a narrow vertical mouth opening, which can make feeding difficult • Can grow up to 8 inches long and live 10-15 years in captivity • Semi-aggressive fish that will prey on smaller fish that can fit in its mouth • Suffer from multiple genetic defects, including: - Beak-shaped mouth that cannot fully close - Deformed nuchal hump - Compressed vertebrae - Potentially deformed swim bladders • Male blood parrots are generally infertile, though females are typically fertile • Recommended aquarium size is 55 gallons for a single fish, with an additional 20 gallons per extra fish • Require high-volume filtration and frequent substrate cleaning due to their messy eating habits • Some specialized breeds like the 'King Kong parrot' have been developed with fewer deformities and larger size","Blood parrot cichlid","Black sea bass","Shen (clam-monster)","Melkersson–Rosenthal syndrome","1","Black sea bass","135","Melkersson–Rosenthal syndrome","155","Shen (clam-monster)","137","735"
"119","Tyrophagus putrescentiae","• Tyrophagus putrescentiae is a cosmopolitan mite species commonly known as the mould mite or cheese mite, with a genus name that translates from Greek to 'cheese eater.' • The species occurs worldwide in diverse habitats including grasslands, old hay, mushrooms, and nests of bees and ducks, and can complete its life cycle in under three weeks under ideal conditions (temperatures above 30°C and humidity above 85%). • It is a common pest of stored products with high protein and fat content (meat, cheese, nuts, seeds, dried eggs), feeding on fungi that grow on these foodstuffs and sometimes infesting mycology laboratories. • The mite causes various human health problems including copra itch in tropical regions, skin and respiratory allergies among Italian ham handlers, and dermatitis in butcher shops. • The species was first described by Franz von Paula Schrank in 1781 as Acarus putrescentiae, though the original description was inadequate and covered both a mite and a springtail. • The species identity remained unclear until 1959 when Phyllis Robertson revised the genus and designated a neotype, which was later approved by the International Commission on Zoological Nomenclature. • In 2007, scientists discovered that what was considered T. putrescentiae actually comprised two distinct species, leading to a petition to apply the name to the more common species while renaming the rarer one T. fanetzhangorum.","Tyrophagus putrescentiae","Theridion grallator","Leaf muntjac","Virginia striatula","1","Theridion grallator","105","Leaf muntjac","104","Virginia striatula","109","882"
"120","FreeIPA","Here are the key facts about FreeIPA: • FreeIPA is a free and open-source identity management system developed as the upstream project for Red Hat Identity Management • It provides a centrally-managed identity, policy, and audit (IPA) system that integrates multiple open-source components, including: - Fedora Linux - 389 Directory Server - MIT Kerberos - NTP - DNS - Dogtag certificate system - SSSD • FreeIPA offers multiple management interfaces, including: - Command-line interface (CLI) - Web UI - XMLRPC and JSONRPC APIs - Python SDK • Since version 3.0.0, FreeIPA can integrate with Microsoft's Active Directory through Cross Forest Trusts • The system supports computers running Linux, Unix, Windows, and Mac OS X • The project's components are bundled under a GPLv3 license, though individual components retain their original licenses • FreeIPA aims to provide comprehensive identity management through an integrated suite of open-source tools","FreeIPA","Djbdns","Biological photovoltaics","Keystone Junior/Senior High School","1","Keystone Junior/Senior High School","126","Djbdns","110","Biological photovoltaics","208","638"
"121","Myxococcus xanthus","Here are the key facts about Myxococcus xanthus: • Bacterial Classification: A gram-negative, rod-shaped bacterium found in the top layer of soil, belonging to the myxobacteria group • Unique Motility: Lacks flagella and moves using pili in a 'gliding' manner, often moving as a collective swarm or 'pack' • Predatory Behavior: Actively preys on other microorganisms like bacteria and fungi, using a sophisticated collective hunting strategy • Metabolic Characteristics: - Cannot rely on sugars for growth - Sources carbon primarily from lipids - Requires oxygen for aerobic respiration - Grows best at pH 7.2-8.2 and temperatures of 34-36°C • Remarkable Developmental Cycle: Transforms from a predatory single-species biofilm to a multicellular organism under starvation conditions • Genetic Complexity: Large genome (9.14-9.25 Mb) with over 90% of genes encoding proteins, featuring significant genetic diversity through lateral gene transfer • Distinctive Reproductive Strategy: Can form yellow-orange spores and develop complex fruiting body structures through collective cellular organization • Evolutionary Adaptability: Demonstrated ability to evolve new movement strategies and establish co-evolutionary relationships with prey organisms","Human mouth","Coptic language","Myxococcus xanthus","Carvone","3","Coptic language","153","Carvone","161","Human mouth","235","577"
"122","Fluphenazine","• Fluphenazine is a high-potency typical antipsychotic medication sold under the brand name Prolixin, used primarily to treat chronic psychoses such as schizophrenia with effectiveness equal to low-potency antipsychotics like chlorpromazine. • The medication is available in multiple forms including oral, intramuscular injection, subcutaneous injection, and a long-acting injectable version (fluphenazine decanoate) that can last up to four weeks. • Common side effects include movement problems, sleepiness, depression, and weight gain, while serious side effects may include neuroleptic malignant syndrome, tardive dyskinesia (potentially permanent movement disorder), and low white blood cell levels. • Fluphenazine works primarily by blocking dopamine D2 receptors in the brain's basal ganglia, cortical and limbic systems, though it also affects other neurotransmitter receptors including adrenergic, muscarinic, and histaminergic receptors. • The drug came into medical use in 1959 and the injectable form is included on the World Health Organization's List of Essential Medicines, though it was discontinued in Australia in 2017. • Long-term use of phenothiazines like fluphenazine can cause mildly abnormal liver function tests in up to 40% of patients and may increase prolactin levels, leading to various hormonal side effects. • A 2018 Cochrane review concluded that fluphenazine is an imperfect treatment and suggested other inexpensive drugs with fewer side effects may be equally effective for treating schizophrenia. • Gradual withdrawal is recommended when discontinuing the medication to avoid acute withdrawal syndrome, which can include nausea, vomiting, restlessness, and in rare cases, tardive dyskinesia.","Amyloid-related imaging abnormalities","Melamine","Fluphenazine","DNA damage theory of aging","3","DNA damage theory of aging","132","Amyloid-related imaging abnormalities","194","Melamine","189","769"
"123","Stalin's Missed Chance","Here are the key facts from the article about Stalin's Missed Chance: • The book is written by Russian military historian Mikhail Meltyukhov and challenges traditional Western historical narratives about Soviet intentions before World War II. • Meltyukhov argues that both the Soviet Union and Germany were preparing to invade each other in 1941, contrary to the common narrative of a surprise German attack. • The Soviet leadership's primary goal was to become a Great Power again, using Communist ideology to strengthen its position and prevent an alliance of capitalist countries. • During 1939-1940, the USSR annexed several Eastern European territories, believing Germany would weaken the United Kingdom and the capitalist order. • The Soviet General Staff began developing plans to assault Germany as early as October 1939, with at least four different invasion plan versions created by 1941. • A draft Soviet invasion plan from March 11, 1941, specified a potential offensive start date of June 12, suggesting an offensive rather than defensive strategy. • Meltyukhov claims the Red Army had significantly more armaments and combat materials compared to the German army at the time. • The Soviet Union was preparing for potential war since 1939, with increased combat readiness in western boundary districts and economic mobilization.","Russian Sleep Experiment","Stalin's Missed Chance","KTM-5","Uniforms and insignia of the Red Army (1917–1924)","2","KTM-5","208","Russian Sleep Experiment","239","Uniforms and insignia of the Red Army (1917–1924)","128","747"
"124","AquAdvantage salmon","Here are the key facts about AquAdvantage salmon: • AquAdvantage salmon is a genetically engineered Atlantic salmon developed by AquaBounty Technologies in 1989, with a modified growth hormone-regulating gene that allows it to grow year-round • The genetic modification enables the salmon to reach market size in 16-18 months, compared to three years for traditional salmon • It was the first genetically engineered animal approved for human consumption in the United States and Canada • The fish has a unique genetic construct that includes a growth hormone protein coding sequence from Chinook salmon and a promoter sequence from ocean pout • AquAdvantage salmon are triploid (three chromosome sets), which renders them sterile to prevent potential interbreeding with wild salmon populations • The FDA has determined the salmon is as safe to eat as non-genetically engineered salmon, with no significant food safety hazards detected • Precautionary measures include land-based tank cultivation, all-female populations, and strict protocols to prevent potential environmental release • The fish grows faster than traditional salmon without changing its ultimate size or other fundamental qualities • Genome sequencing has shown no unintended off-target effects from the genetic modification","AquAdvantage salmon","Guanosine monophosphate","Limulus amebocyte lysate","Shiga toxin","1","Limulus amebocyte lysate","192","Shiga toxin","157","Guanosine monophosphate","103","52"
"125","Evolutionary medicine","Here are the key facts about Evolutionary Medicine: • Evolutionary medicine applies modern evolutionary theory to understanding health and disease, focusing on why evolution has shaped mechanisms that can make humans susceptible to disease • The field examines how human adaptations work within constraints, make trade-offs, and occur in the context of different forms of competition • Modern humans face health challenges due to significant lifestyle differences from our hunter-gatherer ancestors, including diet, exercise, and hygiene practices • Humans evolved to live in small tribal bands with physically active lifestyles, but contemporary sedentary lifestyles may trigger chronic metabolic and stress-related responses • The 'hygiene hypothesis' suggests that modern cleanliness practices can prevent necessary exposure to microorganisms crucial for proper immune system development • Age-related diseases increase exponentially with aging, with approximately 100,000 people dying daily from age-related causes globally • Evolutionary medicine explores how certain adaptations that were beneficial in our evolutionary past might now contribute to health vulnerabilities • The field is interdisciplinary, involving experts from anthropology, medicine, nursing, and biology, and aims to provide a broader understanding of human health beyond molecular mechanisms • Medical schools have been slow to integrate evolutionary approaches due to curriculum constraints, but interest is growing with the establishment of organizations like the International Society for Evolution, Medicine and Public Health","Cefiderocol","Canavan disease","Evolutionary medicine","Li-Huei Tsai","3","Cefiderocol","168","Canavan disease","224","Li-Huei Tsai","110","466"
"126","Crepidula","• Crepidula, commonly known as slipper snails, slipper limpets, or slipper shells, is a genus of marine gastropod mollusks in the family Calyptraeidae. • The genus is probably the best studied group within the calyptraeids and is commonly used in developmental, ecological, and behavioral research. • Crepidula species are the major focus of research on protandrous sex-change in marine invertebrates, where individuals change from male to female based on environmental factors. • Sex change in Crepidula is environmentally mediated, with timing dependent on association with other individual snails. • Recent taxonomic changes to the genus are based on both DNA sequence data from three genes (COI, 16S and 28S) and anatomical studies through dissections. • Two species, Crepidula fornicata and Crepidula onyx, are well-studied examples of invasive, exotic species in marine habitats. • Calyptraeid taxonomy is challenging due to their simple shells and plastic morphology, often leading to distinct species being incorrectly grouped together. • DNA data and examination of developmental modes are vital for proper species identification, as shell appearance alone can be misleading.","Complement membrane attack complex","List of equipment of the Vietnam People's Air Force","Crepidula","1989 California medfly attack","3","Complement membrane attack complex","204","List of equipment of the Vietnam People's Air Force","172","1989 California medfly attack","147","512"
"127","Vegavis","• Vegavis is an extinct bird genus that lived in Antarctica during the Late Cretaceous period (Maastrichtian stage), representing one of the earliest known crown group birds. • The holotype specimen was discovered in 1993 on Vega Island, Antarctica, but wasn't formally described until 2005 due to the delicate nature of the fossilized remains embedded in rock concretions. • A nearly complete skull specimen discovered in 2011 was officially described in 2025, providing crucial evidence that supported Vegavis's classification within Anseriformes (the group containing ducks, geese, and swans). • CT scanning of a second specimen revealed an intact syrinx (voice box) with asymmetrical features, indicating Vegavis could likely produce honking sounds similar to modern ducks and geese. • The taxonomic position of Vegavis was debated for over 20 years, with some paleontologists questioning its placement within crown group birds until the 2025 skull description confirmed its Anseriformes classification. • Vegavis possessed a high metabolism that enabled it to survive in high-latitude Antarctic environments during the Cretaceous period. • The fossil shows osteosclerosis (bone thickening), a condition that may be related to diving behavior, similar to some modern aquatic birds. • The discovery of Vegavis provides evidence that some modern bird groups (Neornithes) were already present during the Mesozoic Era, before the mass extinction event that ended the age of dinosaurs.","Fluorescent lamps and health","Vegavis","Punycode","Cholera vaccine","2","Punycode","104","Cholera vaccine","214","Fluorescent lamps and health","225","214"
"128","List of mammals displaying homosexual behavior","Here are the key facts from the Wikipedia article: • Homosexual behavior has been documented in approximately 500 animal species as of 1999, ranging from primates to gut worms • Systematic documentation of same-sex sexual behavior in animals was not widely observed until the 1990s, potentially due to social bias and taboos • Homosexual behavior is particularly common among social birds and mammals, especially sea mammals and primates • Animal sexual behavior is complex and diverse, with motivations not yet fully understood by researchers • Modern research defines animal homosexuality broadly, including copulation, genital stimulation, mating games, and sexual display behaviors between same-sex animals • The topic of homosexuality in animals is controversial, with some seeing it as evidence of the 'naturalness' of homosexuality, while others argue against drawing moral conclusions from animal behavior • Researchers like Bruce Bagemihl argue that biological research has been overly focused on finding reproductive explanations for non-heterosexual behaviors • Animal sexual preferences and motivations are primarily inferred through observed behaviors rather than definitive psychological understanding","Hottentotta tamulus","List of mammals displaying homosexual behavior","Warm antibody autoimmune hemolytic anemia","Vegetarian and vegan dog diet","2","Vegetarian and vegan dog diet","230","Warm antibody autoimmune hemolytic anemia","129","Hottentotta tamulus","152","351"
"129","List of reconstructed Dacian words","Here are the key facts from the Wikipedia article about List of reconstructed Dacian words: • The article focuses on reconstructed words from the ancient Dacian language, derived primarily from place and personal names (toponyms and anthroponyms) • Linguists use comparative linguistic methods to decipher ancient Dacian names, comparing them to cognate words in other Indo-European languages • The reconstruction process is highly speculative and subject to multiple interpretations, with no definitive consensus on methodology • Major methodological challenges include: - Inaccurate transcription of Dacian phonemes by Greek and Latin sources - Limited original language materials - Potential misattribution of name origins - Divergent interpretations of etymological evidence • Scholars like Georgiev and Duridanov use comparative methods to break down place names into potential root words, but their approaches are criticized by other linguists • The reconstructions are based on hypothetical connections between Dacian and other Indo-European languages, particularly Baltic and Slavic languages • There is significant debate about whether proposed 'substratum' words in Romanian are actually of Dacian origin or from unknown linguistic sources • The research relies heavily on onomastic evidence (names), with very few actual linguistic artifacts from the Dacian language itself • The entire field of Dacian linguistic reconstruction is considered speculative and not scientifically conclusive by many mainstream historical linguists","Diversity-generating retroelement","2009–10 Segunda División B","Forty Foot","List of reconstructed Dacian words","4","Diversity-generating retroelement","111","2009–10 Segunda División B","103","Forty Foot","112","860"
"130","COVID-19 lockdowns","Here are the key facts about COVID-19 lockdowns: • By April 2020, approximately half of the world's population (3.9 billion people in over 90 countries) was under some form of lockdown • Lockdowns were found to have multiple effects beyond health, including: - Reducing crime and violence - Increasing telecommuting - Reducing airborne pollution - Increasing digital payment system adoption • Research suggests lockdowns are most effective when: - Implemented early - Implemented with high stringency - Not lifted too quickly • Countries like Australia, New Zealand, and Vietnam adopted a 'Zero-COVID' strategy using targeted lockdowns, which helped control virus spread • The effectiveness of lockdowns varied, with some studies indicating: - Voluntary social distancing played a significant role in reducing transmission - Mandatory restrictions had limited additional impact beyond voluntary measures • The emergence of the Delta variant in 2021 reduced the effectiveness of lockdowns compared to earlier pandemic stages • Lockdowns had significant negative consequences, including: - Profound economic impacts - Worsened academic performance for students - Widespread public protests • Comparative studies showed differences in COVID-19 spread between countries with strict lockdowns (like France and Italy) and those with more open approaches (like Sweden)","Hemorrhagic gastroenteritis","Balangeroite","Water fluoridation","COVID-19 lockdowns","4","Hemorrhagic gastroenteritis","154","Water fluoridation","244","Balangeroite","140","150"
"131","Lapis (text editor)","Here are the key facts about Lapis (text editor): • Lapis is an experimental web browser and text editor that allows simultaneous editing of text in multiple selections • It uses a unique 'selection guessing' feature based on concept learning and programming by example, which can automatically infer and select multiple elements to edit based on user-provided examples • The selection process involves feature generation, detecting common features of user-selected items, and creating a generalized concept to apply across the entire text • Lapis includes an outlier detection mechanism that marks low-matching selections in red, allowing users to review automatic algorithmic decisions • The software includes a template vocabulary for editing structured languages like HTML, with a web browser view that enables WYSIWYG multiple editing through automatic HTML tag matching • Lapis is primarily programmed in Java and released under the GNU General Public License version 2 (GPLv2) • The tool is designed to automate repetitive text editing tasks by intelligently selecting and editing multiple text elements simultaneously","Immune system","Hemosiderin","Lapis (text editor)","Neural machine translation","3","Hemosiderin","203","Immune system","187","Neural machine translation","105","176"
"132","B virus","Here are the key facts about B virus: • B virus is a herpesvirus that naturally infects macaque monkeys and is very similar to Herpes simplex virus 1 (HSV-1) • Human infection is extremely rare but potentially fatal, with an approximately 80% mortality rate if left untreated • Transmission to humans occurs through bites, scratches, or mucous membrane exposure to infected macaque monkeys • The virus was first identified in 1932 following the death of William Brebner, a physician bitten by a research monkey • B virus can cause severe encephalitis in humans, potentially resulting in permanent neurological dysfunction or death • Early diagnosis and immediate treatment are crucial for human survival of the infection • Personal protective equipment is essential when working with macaques, especially those known to be virus-positive • The virus has a genome approximately 157 kbp long, with structural similarities to HSV, but lacks a key neurovirulence gene • Only one case of human-to-human transmission has been documented, making direct human spread extremely uncommon • Between 1987 and 2004, improvements in treatment and diagnosis helped reduce the mortality rate of B virus infections","Wheat leaf rust","Ptaquiloside","Exome","B virus","4","Exome","159","Wheat leaf rust","104","Ptaquiloside","115","135"
"133","Timeline of musical events","Based on the provided text, I cannot extract substantive key facts about musical events. The text appears to be a simple index or list of years in music from the 1950s, without providing any specific details about musical events, artists, or developments. The text only lists: • Years from 1950-1959 • References to music in different countries (British and Norwegian) To provide meaningful key facts about musical events during this period, I would need additional context or a more detailed article with specific information about musical developments, notable artists, or significant musical milestones.","Genetic studies on Turkish people","Atypical pneumonia","Timeline of musical events","Loa loa filariasis","3","Genetic studies on Turkish people","181","Atypical pneumonia","205","Loa loa filariasis","241","361"
